id,area,dpto,sexo,parent,edad,edu,ingreso,horas_semana,cotiza,lugar,meses,rama_4,rama_2,posic,fondo,cambiar,estable,t_actual,t_viaje,mas_h,medio,sintrab,n_comp,arl,caja,factor_exp,actividad,cotiza_fondo
7642742-1-1,Bogota,Bogota,F,Jefe,28,Técnico o tecnológico,1160000,66,2,Local fijo u oficina,10,7410,74,Obrero,NA,Si,No,0,60,Si,Moto,No lo ha considerado,4 - 5,No,No,3870.7381727,"Otras actividades profesionales, científicas y técnicas",No cotiza
7644865-1-1,Ibague,Tolima,M,Jefe,40,Secundaria,1450000,48,1,Local fijo u oficina,12,8010,80,Obrero,1,No,Si,168,20,No,Bus urbano,Ahorro,201 o mas,Si,Si,422.32960863,Actividades de seguridad e investigación privada,Fondo privado
7641731-1-1,Cucuta,Nte Santander,M,Jefe,43,Primaria,2000000,48,2,En esta vivienda,12,9609,96,Empleador,NA,No,Si,12,NA,Si,No se desplaza,Dinero prestado,4 - 5,No,No,477.30825664,Otras actividades de servicios personales,No cotiza
7627578-1-1,Medellin,Antioquia,F,Jefe,30,Secundaria,800000,40,2,En esta vivienda,12,9602,96,Autonomo,NA,Si,No,48,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,1205.1344831,Otras actividades de servicios personales,No cotiza
7631961-1-2,Cucuta,Nte Santander,F,Pareja,37,Especialización,3000000,48,1,Local fijo u oficina,12,8622,86,Obrero,1,No,No,24,30,No,Auto particular,Ahorro,101 - 200,Si,Si,316.1021148,Actividades de atención de la salud humana,Fondo privado
7637530-1-1,Cartagena,Bolivar,M,Jefe,38,Secundaria,1160000,48,1,En la calle,12,3811,38,Obrero,1,No,Si,36,55,No,Bus urbano,No tendria recursos,31 - 50,Si,Si,448.69009508,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",Fondo privado
7628047-1-1,Manizales,Caldas,F,Jefe,36,Especialización,3400000,60,1,En la calle,12,7490,74,Autonomo,1,No,No,24,60,No,Moto,No tendria recursos,Solo,Si,Si,243.75195896,"Otras actividades profesionales, científicas y técnicas",Fondo privado
7633650-1-1,Bogota,Bogota,F,Jefe,58,Primaria,700000,5,2,En esta vivienda,12,9609,96,Autonomo,NA,No,No,36,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,3545.7737007,Otras actividades de servicios personales,No cotiza
7637225-1-4,Barranquilla,Atlantico,M,Hermano,25,Secundaria,900000,48,2,Local fijo u oficina,12,4542,45,Obrero,NA,No,Si,6,40,No,Bus urbano,Ayuda familiar,4 - 5,No,No,2346.0704365,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7629906-1-2,Medellin,Antioquia,M,Hijo,21,Secundaria,1160000,48,1,Local fijo u oficina,12,3290,32,Obrero,1,No,Si,24,45,No,SITP,Ayuda familiar,101 - 200,Si,Si,6949.3081187,Otras industrias manufactureras,Fondo privado
7627547-1-2,Medellin,Antioquia,F,Hijo,38,Universitaria,5000000,48,1,Local fijo u oficina,12,6202,62,Obrero,1,No,Si,144,20,No,Moto,Ahorro,201 o mas,Si,Si,893.94197632,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",Fondo privado
7639300-1-2,Pereira,Risaralda,F,Hermano,54,Primaria,1200000,48,2,Otra vivienda,12,1410,14,Obrero,NA,Si,No,36,20,No,A pie,Ayuda familiar,6 - 10,No,No,285.60041934,Confección de prendas de vestir,No cotiza
7654031-1-1,Villavicencio,Meta,M,Jefe,28,Secundaria,1251000,48,1,Local fijo u oficina,12,5611,56,Obrero,1,No,Si,12,60,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,303.01912579,Actividades de servicios de comidas y bebidas,Fondo privado
7638810-1-3,Villavicencio,Meta,F,Hijo,26,Universitaria,6100000,47,1,Local fijo u oficina,12,4290,42,Obrero,1,No,No,4,60,No,Auto particular,Ahorro,201 o mas,Si,Si,497.71558798,Obras de ingeniería civil,Fondo privado
7632697-1-1,Ibague,Tolima,M,Jefe,35,Técnico o tecnológico,1000000,48,2,Local fijo u oficina,10,6820,68,Obrero,NA,Si,Si,2,30,No,Bus urbano,Ahorro,6 - 10,No,No,377.3130504,Actividades inmobiliarias,No cotiza
7635708-1-1,Pasto,Narino,M,Jefe,58,Primaria,800000,48,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,36,15,Si,A pie,No tendria recursos,Solo,No,No,135.08087469,Transporte terrestre; transporte por tuberías,No cotiza
7629013-1-2,Bucaramanga,Santander,F,Hijo,42,Secundaria,500000,40,2,Local fijo u oficina,12,4711,47,Autonomo,NA,No,Si,132,3,No,A pie,Ahorro,4 - 5,No,No,880.32653641,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7631142-1-2,Monteria,Cordoba,F,Pareja,56,Secundaria,720000,48,2,Local fijo u oficina,12,5611,56,Obrero,NA,No,Si,40,5,No,A pie,Ayuda familiar,4 - 5,No,No,201.91683625,Actividades de servicios de comidas y bebidas,No cotiza
7628600-1-1,Villavicencio,Meta,F,Jefe,62,Primaria,1300000,56,3,Local fijo u oficina,1,4751,47,Obrero,NA,No,No,1,30,No,Bus urbano,Ahorro,2 - 3,No,No,343.82845256,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Pensionado
7641482-1-3,Monteria,Cordoba,M,Hijo,26,Primaria,1000000,48,2,Vehículo,1,4921,49,Autonomo,NA,No,Si,1,10,No,Moto,Ahorro,Solo,No,No,203.33233479,Transporte terrestre; transporte por tuberías,No cotiza
7636021-1-2,Bucaramanga,Santander,M,Pareja,37,Secundaria,2000000,47,2,Local fijo u oficina,12,4752,47,Autonomo,NA,No,Si,60,10,No,Moto,No tendria recursos,2 - 3,Si,No,359.23168013,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7635830-1-2,Cucuta,Nte Santander,F,Pareja,27,Técnico o tecnológico,1160000,40,1,Local fijo u oficina,9,8891,88,Obrero,1,No,No,1,15,No,Moto,Ayuda familiar,31 - 50,Si,No,572.95871091,Actividades de asistencia social sin alojamiento,Fondo privado
7653249-1-3,Monteria,Cordoba,F,Hijo,22,Secundaria,500000,40,1,Local fijo u oficina,12,8220,82,Obrero,1,Si,No,23,8,Si,Mototaxi,Ayuda familiar,201 o mas,Si,Si,304.07764242,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7632080-1-1,Cucuta,Nte Santander,M,Jefe,54,Especialización,6000000,40,1,En esta vivienda,12,6910,69,Autonomo,2,Si,No,156,5,Si,Auto particular,Otros,Solo,Si,No,248.11956449,Actividades jurídicas y de contabilidad,Colpensiones
7627732-1-2,Cartagena,Bolivar,M,Pareja,72,Primaria,500000,45,2,Kiosko,12,9523,95,Autonomo,NA,No,Si,360,15,No,A pie,Ayuda familiar,Solo,No,No,201.21863677,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",No cotiza
7655473-1-1,Cali,Valle,M,Jefe,33,Técnico o tecnológico,2000000,48,1,Local fijo u oficina,11,2712,27,Obrero,1,No,No,2,30,No,Moto,No tendria recursos,20 - 30,Si,Si,983.59998483,Fabricación de aparatos y equipo eléctrico,Fondo privado
7633719-1-2,Cartagena,Bolivar,F,Pareja,27,Secundaria,1000000,48,2,En la calle,10,5619,56,Autonomo,NA,Si,No,4,5,No,A pie,No lo ha considerado,Solo,No,No,378.0035401,Actividades de servicios de comidas y bebidas,No cotiza
7630002-1-1,Barranquilla,Atlantico,M,Jefe,28,Técnico o tecnológico,2000000,63,1,Vehículo,12,8423,84,Funcionario,3,No,Si,48,10,No,Moto,No tendria recursos,201 o mas,Si,Si,711.19703691,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Regimen especial
7652307-1-2,Cartagena,Bolivar,M,Pareja,37,Primaria,1200000,56,2,Obra en construccion,12,4111,41,Autonomo,NA,No,Si,144,25,No,Mototaxi,Ayuda familiar,Solo,No,No,513.86870928,Construcción de edificios,No cotiza
7639206-1-2,Pereira,Risaralda,F,Pareja,37,Universitaria,3000000,48,1,Local fijo u oficina,12,6020,60,Obrero,1,No,Si,60,15,No,Auto particular,Ahorro,51 - 100,Si,Si,267.39229594,"Actividades de programación, transmisión y/o difusión",Fondo privado
7654754-1-1,Pereira,Risaralda,M,Jefe,56,Primaria,1160000,48,1,Obra en construccion,12,4111,41,Obrero,2,No,No,12,40,No,SITP,No lo ha considerado,11 - 19,Si,Si,197.45982999,Construcción de edificios,Colpensiones
7652141-1-1,Bogota,Bogota,M,Jefe,43,Secundaria,1160000,47,1,Local fijo u oficina,12,910,9,Obrero,2,No,No,94,30,No,SITP,No lo ha considerado,31 - 50,Si,Si,4833.3216082,Actividades de servicios de apoyo para la explotación de minas,Colpensiones
7637479-1-6,Cartagena,Bolivar,F,Yerno o nuera,26,Universitaria,1500000,40,1,Local fijo u oficina,12,9491,94,Obrero,1,No,Si,60,30,No,Bus urbano,Ahorro,31 - 50,Si,No,222.81848981,Actividades de asociaciones,Fondo privado
7652654-1-1,Manizales,Caldas,M,Jefe,48,Primaria,500000,50,2,En la calle,12,4781,47,Autonomo,NA,No,No,240,30,No,A pie,Dinero prestado,Solo,No,No,199.86358614,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7655166-1-1,Ibague,Tolima,M,Jefe,47,Secundaria,1560000,47,1,Local fijo u oficina,12,9491,94,Obrero,2,No,Si,24,25,No,Moto,Ahorro,2 - 3,Si,Si,421.60439277,Actividades de asociaciones,Colpensiones
7630233-1-3,Bogota,Bogota,M,Hijo,56,Maestría,6000000,48,1,En esta vivienda,12,6910,69,Obrero,1,No,Si,180,NA,No,No se desplaza,Ahorro,201 o mas,Si,Si,3032.1424428,Actividades jurídicas y de contabilidad,Fondo privado
7634970-1-2,Bogota,Bogota,M,Pareja,60,Secundaria,1200000,51,1,Vehículo,12,4921,49,Autonomo,2,No,No,36,2,No,A pie,No lo ha considerado,Solo,No,No,3286.2614746,Transporte terrestre; transporte por tuberías,Colpensiones
7631998-1-1,Cucuta,Nte Santander,M,Jefe,49,Secundaria,1160000,72,1,Local fijo u oficina,12,6820,68,Obrero,2,Si,No,5,40,No,Bus urbano,No tendria recursos,31 - 50,Si,Si,419.9517308,Actividades inmobiliarias,Colpensiones
7642442-1-1,Barranquilla,Atlantico,F,Jefe,56,Universitaria,3200000,48,1,Local fijo u oficina,12,8414,84,Funcionario,2,No,Si,144,45,No,Bus urbano,No lo ha considerado,201 o mas,Si,Si,470.90520846,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7649276-1-2,Bucaramanga,Santander,M,Pareja,53,Primaria,1160000,60,1,Vehículo,12,4921,49,Obrero,1,No,Si,120,30,No,Transporte empresa,Ahorro,31 - 50,Si,Si,2271.9774449,Transporte terrestre; transporte por tuberías,Fondo privado
7627550-1-2,Medellin,Antioquia,M,Hijo,22,Técnico o tecnológico,1160000,60,1,Local fijo u oficina,12,4631,46,Obrero,2,No,Si,24,25,No,Moto,No lo ha considerado,101 - 200,Si,Si,1448.2836924,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Colpensiones
7643889-1-4,Villavicencio,Meta,M,Yerno o nuera,43,Universitaria,1500000,20,2,Area rural,8,141,1,Autonomo,NA,Si,Si,8,25,No,Auto particular,No lo ha considerado,2 - 3,No,No,284.28917937,"Agricultura, ganadería, caza y actividades de servicios conexas",No cotiza
7631985-1-1,Cucuta,Nte Santander,F,Jefe,31,Primaria,800000,60,2,Otra vivienda,2,1522,15,Autonomo,NA,Si,No,2,20,No,Bus urbano,Otros,Solo,No,No,507.20710685,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",No cotiza
7627992-1-3,Manizales,Caldas,M,Hijo,50,Primaria,1000000,40,2,Local fijo u oficina,12,4520,45,Obrero,NA,No,Si,60,40,No,Bus urbano,No tendria recursos,4 - 5,No,No,243.31405617,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7630326-1-2,Cartagena,Bolivar,F,Pareja,55,Universitaria,NA,44,2,Local fijo u oficina,12,8691,86,Autonomo,NA,No,Si,240,45,No,SITP,Ayuda familiar,Solo,No,No,301.9898607,Actividades de atención de la salud humana,No cotiza
7632899-1-2,Cali,Valle,F,Pareja,48,Ninguno,1410000,48,2,En esta vivienda,12,4690,46,Obrero,NA,No,No,168,NA,No,No se desplaza,Ahorro,4 - 5,No,No,132.10311424,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",No cotiza
7648340-1-2,Monteria,Cordoba,M,Pareja,41,Universitaria,1500000,47,1,Puerta-puerta,12,4711,47,Obrero,1,No,Si,75,10,No,Moto,Cesantias,20 - 30,Si,Si,600.55542844,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7644100-1-4,Pasto,Narino,M,Hijo,51,Universitaria,1200000,48,2,Local fijo u oficina,8,7112,71,Obrero,NA,Si,No,18,30,Si,Bus urbano,Ahorro,2 - 3,No,No,284.33108921,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,No cotiza
7655338-1-1,Cali,Valle,F,Jefe,74,Ninguno,1000000,48,2,Otra vivienda,12,8121,81,Autonomo,NA,No,Si,36,60,No,SITP,No tendria recursos,Solo,No,No,1026.3731415,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7635640-1-1,Villavicencio,Meta,M,Jefe,56,Primaria,1000000,52,2,Obra en construccion,12,4111,41,Obrero,NA,Si,No,0,20,No,Bicicleta,No tendria recursos,2 - 3,No,No,204.32894087,Construcción de edificios,No cotiza
7647484-1-3,Medellin,Antioquia,F,Hijo,27,Universitaria,5500000,50,1,Local fijo u oficina,12,8610,86,Obrero,2,No,Si,16,20,No,Auto particular,Ayuda familiar,101 - 200,Si,Si,882.66996329,Actividades de atención de la salud humana,Colpensiones
7634800-1-2,Medellin,Antioquia,M,Pareja,43,Primaria,900000,45,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,150,5,No,A pie,Ayuda familiar,Solo,No,No,1405.6276811,Transporte terrestre; transporte por tuberías,No cotiza
7634264-1-2,Bucaramanga,Santander,F,Pareja,28,Secundaria,1100000,55,2,Local fijo u oficina,12,1521,15,Obrero,NA,No,Si,24,40,No,Bus urbano,Ayuda familiar,20 - 30,No,No,543.8286122,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",No cotiza
7655869-1-1,Cali,Valle,M,Jefe,59,Secundaria,1160000,47,1,Local fijo u oficina,12,1082,10,Obrero,2,No,Si,240,15,No,Transporte empresa,No tendria recursos,201 o mas,Si,No,125.81248975,Elaboración de productos alimenticios,Colpensiones
7649161-1-1,Pereira,Risaralda,F,Jefe,20,Secundaria,850000,40,2,Puerta-puerta,12,9602,96,Autonomo,NA,No,Si,12,15,No,Moto,Ayuda familiar,Solo,No,No,412.57931511,Otras actividades de servicios personales,No cotiza
7637807-1-2,Manizales,Caldas,F,Hijo,49,Secundaria,1160000,60,1,Local fijo u oficina,4,4773,47,Obrero,1,No,Si,1,20,No,Bus urbano,No tendria recursos,101 - 200,Si,Si,192.24757021,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7655919-1-1,Pereira,Risaralda,M,Jefe,39,Secundaria,1100000,60,2,Local fijo u oficina,6,4520,45,Obrero,NA,Si,No,4,25,No,Bus urbano,No tendria recursos,6 - 10,No,No,200.45158487,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7636063-1-1,Bucaramanga,Santander,M,Jefe,60,Primaria,650000,30,2,En esta vivienda,12,9524,95,Obrero,NA,No,Si,24,NA,No,No se desplaza,Ayuda familiar,2 - 3,No,No,364.44427625,Reparación de calzado y artículos de cuero,No cotiza
7652402-1-1,Cartagena,Bolivar,M,Jefe,41,Universitaria,4700000,48,1,Local fijo u oficina,12,7112,71,Obrero,2,No,Si,72,30,No,Auto particular,Ahorro,51 - 100,Si,Si,442.94991305,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Colpensiones
7654405-1-2,Cucuta,Nte Santander,M,Pareja,51,Ninguno,450000,36,2,Otra vivienda,12,4111,41,Autonomo,NA,No,No,0,15,No,A pie,No tendria recursos,2 - 3,No,No,405.76568548,Construcción de edificios,No cotiza
7639293-1-2,Pereira,Risaralda,F,Pareja,54,Primaria,450000,48,2,Otra vivienda,12,8121,81,Autonomo,NA,Si,No,360,40,No,Bus urbano,Dinero prestado,Solo,No,No,170.33869988,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7647400-1-2,Medellin,Antioquia,F,Pareja,36,Primaria,1200000,40,2,Otra vivienda,12,9602,96,Autonomo,NA,No,Si,96,30,No,Metro,Ayuda familiar,Solo,No,No,1746.8251084,Otras actividades de servicios personales,No cotiza
7627566-1-1,Medellin,Antioquia,F,Jefe,35,Primaria,1160000,54,1,Local fijo u oficina,12,1410,14,Obrero,2,No,Si,20,15,No,A pie,No lo ha considerado,31 - 50,Si,Si,793.26674709,Confección de prendas de vestir,Colpensiones
7654844-1-8,Bucaramanga,Santander,M,Yerno o nuera,37,Primaria,1700000,48,2,Otra vivienda,10,4111,41,Obrero,NA,No,Si,3,30,No,Moto,No lo ha considerado,2 - 3,No,No,643.51447456,Construcción de edificios,No cotiza
7651721-1-2,Medellin,Antioquia,F,Pareja,36,Secundaria,1306000,72,1,Local fijo u oficina,12,4631,46,Obrero,2,Si,No,96,60,No,Metro,No tendria recursos,20 - 30,Si,Si,1025.2326086,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Colpensiones
7631716-1-2,Villavicencio,Meta,F,Hermano,17,Primaria,980000,30,2,Local fijo u oficina,2,5611,56,Obrero,NA,No,Si,2,20,No,Bus urbano,Ayuda familiar,6 - 10,No,No,250.70376839,Actividades de servicios de comidas y bebidas,No cotiza
7636071-1-2,Bucaramanga,Santander,F,Pareja,45,Secundaria,1500000,48,1,Local fijo u oficina,12,1410,14,Obrero,1,No,Si,96,28,No,Moto,Ayuda familiar,20 - 30,Si,Si,522.06718182,Confección de prendas de vestir,Fondo privado
7654226-1-1,Pasto,Narino,M,Jefe,47,Primaria,680000,60,2,Local fijo u oficina,12,1410,14,Obrero,NA,No,No,2,30,No,A pie,No tendria recursos,2 - 3,No,No,186.11017605,Confección de prendas de vestir,No cotiza
7647569-1-3,Medellin,Antioquia,F,Hijo,22,Universitaria,1500000,47,1,Local fijo u oficina,12,6511,65,Obrero,1,No,Si,21,40,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,2879.6922668,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Fondo privado
7629885-1-2,Medellin,Antioquia,M,Hermano,74,Primaria,1000000,10,2,En la calle,12,4789,47,Autonomo,NA,No,Si,36,20,No,Taxi,No tendria recursos,Solo,No,No,1482.0265159,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7647968-1-1,Manizales,Caldas,F,Jefe,31,Técnico o tecnológico,1600000,48,1,Local fijo u oficina,12,4711,47,Obrero,1,No,Si,58,20,No,Bus urbano,Ahorro,201 o mas,Si,Si,240.99133821,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7627514-1-1,Medellin,Antioquia,M,Jefe,63,Secundaria,NA,50,2,Area rural,12,144,1,Empleador,NA,No,Si,300,200,No,Auto particular,No lo ha considerado,6 - 10,No,No,1127.3161081,"Agricultura, ganadería, caza y actividades de servicios conexas",No cotiza
7651804-1-1,Medellin,Antioquia,M,Jefe,59,Primaria,800000,40,2,En esta vivienda,12,3240,32,Autonomo,NA,No,Si,48,40,No,Bus urbano,Ayuda familiar,Solo,No,No,762.96624524,Otras industrias manufactureras,No cotiza
7647891-1-2,Manizales,Caldas,F,Pareja,49,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,12,6820,68,Obrero,2,No,Si,72,20,No,A pie,Ayuda familiar,4 - 5,Si,Si,197.18028143,Actividades inmobiliarias,Colpensiones
7643853-1-2,Villavicencio,Meta,F,Pareja,52,Secundaria,NA,20,2,En esta vivienda,12,4761,47,Trabajador familiar no remunerado,NA,Si,No,86,NA,Si,No se desplaza,Ayuda familiar,2 - 3,No,No,331.90198003,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7648316-1-1,Monteria,Cordoba,F,Jefe,25,Universitaria,2535000,40,1,Local fijo u oficina,12,8424,84,Funcionario,1,No,Si,36,20,No,Auto particular,No tendria recursos,201 o mas,Si,Si,400.22551206,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7632455-1-3,Bucaramanga,Santander,F,Hijo,39,Secundaria,900000,47,2,En esta vivienda,12,5611,56,Obrero,NA,No,Si,168,NA,No,No se desplaza,Ayuda familiar,4 - 5,No,No,427.90965101,Actividades de servicios de comidas y bebidas,No cotiza
7629888-1-2,Medellin,Antioquia,F,Empleado doméstico,63,Primaria,2000000,48,2,En esta vivienda,12,9700,97,Empleado domestico,NA,No,Si,24,NA,No,No se desplaza,No tendria recursos,Solo,No,No,839.8150257,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7630001-1-2,Barranquilla,Atlantico,F,Pareja,53,Secundaria,600000,40,2,Otra vivienda,8,9700,97,Empleado domestico,NA,No,No,8,45,No,Bus urbano,Ayuda familiar,Solo,No,No,339.17408581,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
